Tipo,Referencia,Fecha Alta,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
Local,2775,2006-10-03,Venta,Barcelona,192,1484544,,
Industrial,2777,2006-10-04,Venta,Tarragona,284,2072632,2007-02-02,Joaquín
Piso,2778,2006-10-04,Venta,Lleida,145,949025,2007-01-20,Joaquín
Suelo,2781,2006-10-05,Venta,Tarragona,95,724090,,
Industrial,2782,2006-10-05,Venta,Barcelona,182,896532,,
Local,2783,2006-10-06,Venta,Tarragona,223,985883,2007-04-14,Luisa
Oficina,2784,2006-10-06,Venta,Barcelona,272,2008176,,
Suelo,2786,2006-10-07,Venta,Tarragona,215,1015015,2007-03-03,Carmen
Casa,2787,2006-10-07,Venta,Tarragona,123,1211427,2007-04-09,Jesús
Piso,2791,2006-10-08,Venta,Barcelona,99,914463,2007-01-22,Jesús
Local,2792,2006-10-08,Venta,Lleida,217,1770503,2007-02-11,Pedro
Parking,2797,2006-10-10,Venta,Lleida,275,2096050,,
Casa,2800,2006-10-11,Venta,Barcelona,212,2108128,,
Suelo,2801,2006-10-13,Venta,Tarragona,189,1794366,,
Oficina,2802,2006-10-13,Venta,Lleida,64,594880,2007-04-06,Luisa
Parking,2803,2006-10-13,Venta,Tarragona,244,2429752,2007-01-15,Carmen
Piso,2807,2006-10-14,Venta,Barcelona,133,1066527,2007-04-30,Luisa
Local,2812,2006-10-16,Venta,Tarragona,85,839630,,
Industrial,2813,2006-10-17,Venta,Barcelona,292,1905300,2007-03-12,Carmen
Casa,2818,2006-10-18,Venta,Tarragona,44,224928,,
Oficina,2819,2006-10-18,Venta,Tarragona,234,1438866,,
Local,2820,2006-10-19,Venta,Lleida,122,817156,,
Casa,2821,2006-10-19,Venta,Lleida,239,1215554,2007-05-03,Luisa
Casa,2825,2006-10-22,Venta,Lleida,275,2669425,2007-03-23,Jesús
Oficina,2827,2006-10-23,Venta,Lleida,236,1300360,,
Parking,2828,2006-10-23,Venta,Tarragona,187,1513765,,
Piso,2834,2006-10-25,Venta,Tarragona,192,1661760,,
Local,2835,2006-10-26,Venta,Lleida,293,1956068,2007-05-03,Jesús
Local,2839,2006-10-26,Venta,Barcelona,53,506256,,
Parking,2850,2006-10-31,Venta,Barcelona,285,1638750,2007-05-04,Carmen
Oficina,2864,2006-11-04,Venta,Lleida,130,1186380,2007-03-06,Jesús
Piso,2866,2006-11-04,Venta,Lleida,292,1427004,,
Oficina,2868,2006-11-05,Venta,Lleida,248,1270256,,
Industrial,2871,2006-11-05,Venta,Lleida,246,2345364,,
Parking,2872,2006-11-06,Venta,Lleida,267,1516293,2007-02-21,Joaquín
Industrial,2873,2006-11-07,Venta,Barcelona,136,1262624,2007-03-27,Carmen
Oficina,2879,2006-11-08,Venta,Lleida,165,1355805,,
Piso,2882,2006-11-09,Venta,Tarragona,55,238975,,
Casa,2883,2006-11-09,Venta,Barcelona,70,407610,,
Industrial,2890,2006-11-12,Venta,Barcelona,72,449064,,
Industrial,2892,2006-11-13,Venta,Barcelona,262,2517034,,
Suelo,2895,2006-11-14,Venta,Tarragona,124,1014196,,
Casa,2901,2006-11-18,Venta,Tarragona,70,598290,,
Piso,2903,2006-11-19,Venta,Barcelona,199,1370911,,
Local,2912,2006-11-24,Venta,Lleida,218,2102174,,
Parking,2913,2006-11-24,Venta,Barcelona,131,1008176,,
Parking,2915,2006-11-24,Venta,Barcelona,185,1635030,,
Suelo,2916,2006-11-24,Venta,Tarragona,176,1185536,,
Local,2917,2006-11-26,Venta,Lleida,265,1820285,,
Parking,2919,2006-11-27,Venta,Lleida,49,327271,,
Suelo,2922,2006-11-27,Venta,Tarragona,60,288360,2007-03-25,Jesús
Casa,2925,2006-11-28,Venta,Barcelona,49,367206,2007-04-03,Jesús
Oficina,2927,2006-11-28,Venta,Lleida,153,1095786,,
Oficina,2928,2006-11-29,Venta,Lleida,180,1467360,,
Local,2931,2006-11-29,Venta,Barcelona,230,1847590,,
Piso,2932,2006-11-30,Venta,Lleida,86,707350,,
Casa,2934,2006-11-30,Venta,Barcelona,261,1752093,,
Casa,2936,2006-11-30,Venta,Barcelona,219,883446,,
Oficina,2938,2006-12-02,Venta,Tarragona,114,1078668,2007-03-31,Jesús
Parking,2939,2006-12-02,Venta,Barcelona,187,1274218,,
Local,2940,2006-12-02,Venta,Barcelona,94,789976,2007-03-08,María
Piso,2941,2006-12-03,Venta,Barcelona,274,2474220,,
Piso,2943,2006-12-04,Venta,Barcelona,261,2198403,2007-03-09,Joaquín
Piso,2946,2006-12-05,Venta,Lleida,136,1323280,,
Suelo,2947,2006-12-06,Venta,Barcelona,186,1367100,,
Parking,2951,2006-12-07,Venta,Tarragona,147,1045317,,
Local,2954,2006-12-08,Venta,Barcelona,185,1255595,,
Piso,2957,2006-12-09,Venta,Tarragona,61,258030,,
Oficina,2962,2006-12-11,Venta,Lleida,171,1696149,,
Piso,2963,2006-12-11,Venta,Tarragona,197,1077196,2007-04-12,María
Local,2964,2006-12-11,Venta,Tarragona,242,1246058,,
Local,2965,2006-12-11,Venta,Barcelona,128,752896,,
Casa,2967,2006-12-12,Venta,Barcelona,43,305128,,
Industrial,2968,2006-12-13,Venta,Lleida,198,1094940,2007-03-25,Joaquín
Casa,2973,2006-12-15,Venta,Barcelona,134,1295914,,
Piso,2978,2006-12-16,Venta,Tarragona,174,1377210,,
Suelo,2984,2006-12-18,Venta,Tarragona,93,910563,,
Parking,2985,2006-12-19,Venta,Barcelona,200,1407200,,
Casa,2986,2006-12-19,Venta,Barcelona,281,2244066,2007-03-26,Joaquín
Suelo,2990,2006-12-20,Venta,Barcelona,48,247584,2007-04-08,Joaquín
Parking,2991,2006-12-21,Venta,Barcelona,139,562394,,
Parking,2992,2006-12-21,Venta,Lleida,95,776245,2007-04-15,Luisa
Piso,2994,2006-12-23,Venta,Tarragona,223,1794927,,
Parking,2995,2006-12-23,Venta,Barcelona,237,1997436,,
Parking,2996,2006-12-23,Venta,Lleida,186,1844190,,
Suelo,2997,2006-12-24,Venta,Tarragona,108,903960,,
Suelo,2999,2006-12-24,Venta,Barcelona,263,1403631,,
Oficina,3009,2006-12-27,Venta,Tarragona,125,645250,,
Parking,3012,2006-12-28,Venta,Lleida,182,1295840,,
Oficina,3013,2006-12-29,Venta,Barcelona,257,1245165,,
Casa,3014,2006-12-30,Venta,Lleida,135,1309365,,
Oficina,3018,2006-12-31,Venta,Lleida,69,483828,2007-05-05,Pedro
Oficina,3029,2007-01-06,Venta,Lleida,56,486416,,
Casa,3032,2007-01-08,Venta,Tarragona,67,643200,,
Suelo,3034,2007-01-08,Venta,Lleida,107,885960,,
Oficina,3037,2007-01-09,Venta,Barcelona,196,1022140,,
Oficina,3041,2007-01-09,Venta,Tarragona,90,713250,,
Parking,3042,2007-01-09,Venta,Barcelona,64,610816,,
Local,3043,2007-01-09,Venta,Lleida,92,709596,2007-04-17,Carmen
Oficina,3044,2007-01-09,Venta,Lleida,169,1635413,,
Parking,3046,2007-01-10,Venta,Barcelona,233,1077858,2007-04-30,María
Local,3048,2007-01-10,Venta,Lleida,256,1934080,,
Oficina,3050,2007-01-11,Venta,Barcelona,100,440500,,
Casa,3051,2007-01-11,Venta,Barcelona,259,1369333,,
Casa,3054,2007-01-12,Venta,Lleida,152,896800,,
Piso,3055,2007-01-12,Venta,Tarragona,258,2204352,,
Suelo,3057,2007-01-13,Venta,Barcelona,217,1578675,,
Industrial,3062,2007-01-14,Venta,Tarragona,62,373240,,
Piso,3064,2007-01-15,Venta,Barcelona,120,761520,,
Parking,3065,2007-01-15,Venta,Tarragona,230,1486030,,
Piso,3067,2007-01-16,Venta,Barcelona,256,1856000,,
Industrial,3069,2007-01-17,Venta,Tarragona,273,1230684,,
Suelo,3073,2007-01-19,Venta,Tarragona,236,1598664,,
Industrial,3078,2007-01-20,Venta,Barcelona,239,1517889,,
Suelo,3086,2007-01-23,Venta,Tarragona,67,657270,,
Parking,3087,2007-01-23,Venta,Lleida,59,268332,,
Local,3088,2007-01-23,Venta,Lleida,204,1677492,,
Local,3090,2007-01-24,Venta,Tarragona,285,2321325,,
Suelo,3091,2007-01-25,Venta,Tarragona,212,1896340,,
Industrial,3093,2007-01-26,Venta,Tarragona,216,1554336,,
Industrial,3096,2007-01-27,Venta,Lleida,269,2189122,,
Parking,3100,2007-01-29,Venta,Barcelona,230,1445090,,
Oficina,3101,2007-01-29,Venta,Lleida,273,2148783,,
Suelo,3103,2007-01-31,Venta,Barcelona,101,921827,,
Oficina,3111,2007-02-02,Venta,Barcelona,102,860676,,
Suelo,3112,2007-02-02,Venta,Barcelona,124,684356,,
Parking,3115,2007-02-03,Venta,Lleida,211,1528906,,
Oficina,3116,2007-02-04,Venta,Lleida,71,285136,,
Piso,3118,2007-02-05,Venta,Tarragona,283,2449082,,
Industrial,3119,2007-02-06,Venta,Barcelona,113,952929,,
Industrial,3122,2007-02-06,Venta,Barcelona,105,496020,,
Parking,3123,2007-02-08,Venta,Tarragona,42,185010,,
Piso,3125,2007-02-10,Venta,Barcelona,119,688058,,
Oficina,3126,2007-02-10,Venta,Tarragona,297,2902284,,
Local,3128,2007-02-10,Venta,Lleida,201,1817442,,
Suelo,3131,2007-02-11,Venta,Lleida,149,839913,,
Parking,3132,2007-02-11,Venta,Barcelona,54,521910,,
Local,3134,2007-02-12,Venta,Tarragona,195,1468740,,
Local,3136,2007-02-12,Venta,Barcelona,82,417626,,
Industrial,3148,2007-02-18,Venta,Tarragona,210,1855770,,
Casa,3150,2007-02-19,Venta,Tarragona,198,1158894,,
Casa,3152,2007-02-19,Venta,Barcelona,61,260775,,
Casa,3154,2007-02-20,Venta,Barcelona,281,1527516,,
Industrial,3155,2007-02-20,Venta,Lleida,65,590785,,
Piso,3156,2007-02-21,Venta,Lleida,167,858714,,
Local,3158,2007-02-22,Venta,Barcelona,267,1127274,,
Oficina,3159,2007-02-22,Venta,Tarragona,43,305945,,
Industrial,3160,2007-02-22,Venta,Lleida,238,992698,,
Parking,3161,2007-02-23,Venta,Lleida,116,648092,,
Industrial,3162,2007-02-23,Venta,Barcelona,261,2186658,,
Suelo,3164,2007-02-23,Venta,Tarragona,256,1175040,,
Local,3165,2007-02-24,Venta,Lleida,182,1433796,,
Suelo,3166,2007-02-24,Venta,Barcelona,87,348696,,
Parking,3168,2007-02-25,Venta,Lleida,291,1374975,,
Suelo,3170,2007-02-26,Venta,Lleida,168,1576848,,
Suelo,3173,2007-02-27,Venta,Barcelona,279,1395837,,
Oficina,3183,2007-03-03,Venta,Tarragona,61,606279,,
Industrial,3185,2007-03-03,Venta,Barcelona,251,1913624,,
Industrial,3186,2007-03-04,Venta,Lleida,221,1583686,,
Parking,3190,2007-03-05,Venta,Barcelona,213,1324008,,
Piso,3192,2007-03-05,Venta,Barcelona,280,2439640,,
Suelo,3195,2007-03-07,Venta,Lleida,185,1109075,,
Oficina,3202,2007-03-09,Venta,Barcelona,298,1360966,,
Parking,3204,2007-03-09,Venta,Lleida,61,350872,,
Parking,3208,2007-03-11,Venta,Tarragona,123,1083261,,
Local,3210,2007-03-12,Venta,Tarragona,136,997968,,
Local,3212,2007-03-13,Venta,Lleida,49,425173,,
Suelo,3214,2007-03-14,Venta,Tarragona,188,1607588,,
Industrial,3215,2007-03-14,Venta,Tarragona,104,522912,,
Casa,3216,2007-03-14,Venta,Lleida,63,319347,,
Piso,3218,2007-03-14,Venta,Tarragona,93,812913,,
Oficina,3220,2007-03-15,Venta,Lleida,118,905532,,
Industrial,3224,2007-03-16,Venta,Lleida,192,1242624,,
Casa,3225,2007-03-16,Venta,Tarragona,173,1456487,,
Local,3226,2007-03-16,Venta,Tarragona,145,1128390,,
Suelo,3227,2007-03-17,Venta,Tarragona,162,720576,,
Piso,3228,2007-03-17,Venta,Tarragona,53,325420,,
Industrial,3232,2007-03-18,Venta,Tarragona,44,306020,,
Oficina,3233,2007-03-19,Venta,Barcelona,110,713680,,
Oficina,3237,2007-03-20,Venta,Lleida,102,470118,,
Local,3239,2007-03-20,Venta,Barcelona,159,1056714,,
Parking,3246,2007-03-23,Venta,Barcelona,144,1035648,,
Oficina,3247,2007-03-23,Venta,Barcelona,95,940310,,
Piso,3248,2007-03-23,Venta,Barcelona,135,1298025,,
Suelo,3249,2007-03-23,Venta,Tarragona,41,192290,,
Local,3258,2007-03-27,Venta,Barcelona,182,777868,,
Industrial,3261,2007-03-27,Venta,Lleida,269,1674794,,
Casa,3267,2007-03-31,Venta,Barcelona,199,1682346,,
Parking,3271,2007-04-02,Venta,Tarragona,119,1056839,,
Local,3274,2007-04-02,Venta,Lleida,117,898209,,
Casa,3275,2007-04-03,Venta,Barcelona,42,417564,,
Parking,3277,2007-04-04,Venta,Lleida,197,1802156,,
Oficina,3279,2007-04-05,Venta,Lleida,116,845640,,
Industrial,3280,2007-04-06,Venta,Tarragona,163,761536,,
Local,3284,2007-04-07,Venta,Lleida,162,1517292,,
Parking,3289,2007-04-09,Venta,Lleida,296,2914416,,
Piso,3291,2007-04-10,Venta,Lleida,158,1567834,,
Industrial,3296,2007-04-11,Venta,Barcelona,89,414829,,
Suelo,3298,2007-04-12,Venta,Tarragona,282,2689434,,
Industrial,3305,2007-04-13,Venta,Tarragona,244,1026508,,
Local,3306,2007-04-14,Venta,Lleida,200,1760000,,
Local,3308,2007-04-16,Venta,Tarragona,286,1180036,,
Piso,3309,2007-04-16,Venta,Tarragona,140,760620,,
Casa,3314,2007-04-18,Venta,Barcelona,284,1808512,,
Industrial,3315,2007-04-18,Venta,Tarragona,179,1386892,,
Industrial,3319,2007-04-21,Venta,Tarragona,114,540018,,
Local,3322,2007-04-23,Venta,Barcelona,44,180048,,
Piso,3323,2007-04-23,Venta,Barcelona,283,2686236,,
Oficina,3324,2007-04-24,Venta,Barcelona,136,807432,,
Suelo,3328,2007-04-26,Venta,Lleida,55,355135,,
Piso,3329,2007-04-26,Venta,Barcelona,264,2517504,,
Parking,3330,2007-04-27,Venta,Barcelona,88,612568,,
Oficina,3332,2007-04-29,Venta,Lleida,190,1031320,,
Suelo,3335,2007-04-30,Venta,Tarragona,78,740688,,
Parking,3337,2007-04-30,Venta,Lleida,254,2140712,,
